timestamp,temperature,humidity,sound,anomaly_score,is_anomaly
2025-11-08T15:56:03.811607+00:00,47.07,48.55,59.98,-0.10750742197143948,0
2025-11-08T15:56:06.838815+00:00,43.34,48.85,60.85,-0.11026801939421682,0
2025-11-08T15:56:09.865034+00:00,45.65,60.2,57.03,-0.0685164934474054,0
2025-11-08T15:56:12.889656+00:00,47.36,61.81,59.9,-0.062349179456778314,0
2025-11-08T15:56:15.915679+00:00,39.08,41.51,59.53,-0.057817961584035904,0
2025-11-08T15:56:18.941854+00:00,52.74,48.64,54.14,-0.03956602565489803,0
2025-11-08T15:56:21.965202+00:00,55.4,47.68,62.59,0.010968728073924905,0
2025-11-08T15:56:24.980399+00:00,36.08,44.6,52.26,0.015074067991960094,0
2025-11-08T15:56:28.009663+00:00,90.25,64.79,112.22,0.21556150808058294,1
2025-11-08T15:56:31.033343+00:00,36.1,45.16,65.18,-0.0035350518525676944,0
2025-11-08T15:56:34.058127+00:00,48.58,52.66,51.25,-0.046381565519999446,0
2025-11-08T15:56:37.073899+00:00,47.18,49.73,53.49,-0.0787426470051441,0
2025-11-08T15:56:40.100553+00:00,46.4,55.17,65.71,-0.07776352516428398,0
2025-11-08T15:56:43.112892+00:00,51.48,45.99,62.27,-0.06266875205830819,0
2025-11-08T15:56:46.140093+00:00,44.09,56.75,72.07,-0.006625874548680133,0
2025-11-08T15:56:49.214377+00:00,45.99,39.61,59.75,-0.057270434311483376,0
2025-11-08T15:56:52.227605+00:00,37.01,46.9,62.3,-0.0385615382612422,0
2025-11-08T15:56:55.240201+00:00,35.77,57.01,62.34,-0.005625903337648952,0
2025-11-08T15:56:58.252750+00:00,45.37,45.97,59.53,-0.10087463852706263,0
2025-11-08T15:57:01.271577+00:00,41.81,42.38,50.41,-0.004978736496664804,0
2025-11-08T15:57:04.292321+00:00,50.36,47.04,65.03,-0.06594591256473425,0
2025-11-08T15:57:07.310469+00:00,51.03,45.81,61.26,-0.06664824370172773,0
2025-11-08T15:57:10.326594+00:00,46.91,57.78,53.81,-0.06204820950105394,0
2025-11-08T15:57:13.346613+00:00,86.02,89.35,108.15,0.2461986768394594,1
2025-11-08T15:57:16.372943+00:00,53.49,51.83,61.0,-0.04730732203350835,0
2025-11-08T15:57:19.400729+00:00,48.46,58.92,53.67,-0.04175368880021235,0
2025-11-08T15:57:22.425149+00:00,46.89,51.34,62.1,-0.1032114702739525,0
2025-11-08T15:57:25.446302+00:00,39.66,52.06,67.16,-0.04881833271449393,0
2025-11-08T15:57:28.472036+00:00,46.48,63.69,62.79,-0.02885512427764425,0
2025-11-08T15:57:31.502178+00:00,42.85,58.51,59.65,-0.09954888942278672,0
2025-11-08T15:57:34.528398+00:00,106.95,79.14,93.69,0.2461986768394594,1
2025-11-08T15:57:37.552099+00:00,86.99,21.02,105.5,0.23858292161482664,1
2025-11-08T15:57:40.571547+00:00,46.2,59.03,43.83,0.04370736378860285,0
2025-11-08T15:57:43.599328+00:00,48.83,51.66,51.65,-0.042924214765340585,0
2025-11-08T15:57:46.612710+00:00,51.13,47.08,54.22,-0.044037197071388035,0
2025-11-08T15:57:49.637054+00:00,48.05,49.74,62.87,-0.1000193622179773,0
2025-11-08T15:57:52.659697+00:00,52.94,58.12,60.43,-0.03166303892076244,0
2025-11-08T15:57:55.682959+00:00,51.99,43.51,63.68,-0.027940266037549788,0
2025-11-08T15:57:58.707504+00:00,43.58,57.58,66.66,-0.05975629483494732,0
2025-11-08T15:58:01.734279+00:00,57.27,40.14,61.72,0.07032422725413523,0
2025-11-08T15:58:04.761558+00:00,43.98,54.18,66.31,-0.08249197276585923,0
2025-11-08T15:58:07.778763+00:00,45.46,55.54,52.15,-0.06575758264055248,0
2025-11-08T15:58:10.805351+00:00,42.24,35.18,55.77,0.006034929657613208,0
2025-11-08T15:58:13.825172+00:00,46.49,53.4,60.45,-0.1049121057985779,0
2025-11-08T15:58:16.852235+00:00,54.55,50.05,55.91,-0.007729378342504256,0
2025-11-08T15:58:19.865598+00:00,35.71,34.69,59.94,0.0718068841982431,0
2025-11-08T15:58:22.887706+00:00,51.42,59.44,60.05,-0.043637386683255786,0
2025-11-08T15:58:25.915326+00:00,47.67,43.22,59.09,-0.08221409850510636,0
2025-11-08T15:58:28.943229+00:00,40.26,51.8,61.03,-0.09842312216414367,0
2025-11-08T15:58:31.969543+00:00,46.19,36.85,60.43,-0.021854153444684943,0
2025-11-08T15:58:34.984159+00:00,34.18,48.16,62.11,0.006489668956360495,0
2025-11-08T15:58:38.001526+00:00,46.96,52.98,51.8,-0.06770575698074316,0
2025-11-08T15:58:41.034353+00:00,93.12,21.11,123.62,0.23858292161482664,1
2025-11-08T15:58:44.060301+00:00,38.38,62.0,75.31,0.11785859907586449,1
2025-11-08T15:58:47.086203+00:00,47.12,53.25,55.44,-0.09192845808996386,0
2025-11-08T15:58:50.109301+00:00,94.55,88.45,101.02,0.2461986768394594,1
2025-11-08T15:58:53.133659+00:00,41.9,37.18,53.31,0.0014518343882470308,0
2025-11-08T15:58:56.150158+00:00,49.7,55.37,64.22,-0.06396410204954467,0
2025-11-08T15:58:59.161881+00:00,51.43,35.38,66.37,0.0536838822029978,0
2025-11-08T15:59:02.173805+00:00,49.47,45.11,50.37,-0.006957449780768565,0
2025-11-08T15:59:05.185832+00:00,46.65,50.44,56.4,-0.10167566673749073,0
2025-11-08T15:59:08.205410+00:00,90.63,63.06,117.23,0.20665657018414707,1
2025-11-08T15:59:11.220877+00:00,46.99,60.9,56.76,-0.053010707010466285,0
2025-11-08T15:59:14.236518+00:00,52.15,65.01,63.06,0.04207807185577017,0
2025-11-08T15:59:17.249449+00:00,45.6,39.0,51.92,-0.005362429836530902,0
2025-11-08T15:59:20.265046+00:00,43.38,53.91,58.35,-0.09738149494407844,0
2025-11-08T15:59:23.277695+00:00,48.6,62.34,56.42,-0.02728800378224089,0
2025-11-08T15:59:26.291433+00:00,40.22,53.81,58.26,-0.08890765442646298,0
2025-11-08T15:59:29.314944+00:00,45.56,41.33,61.51,-0.07765321029031902,0
2025-11-08T15:59:32.338792+00:00,48.69,41.02,73.26,0.0481295375112355,0
2025-11-08T15:59:35.366751+00:00,41.11,53.62,41.68,0.04792028145821814,0
2025-11-08T15:59:38.388571+00:00,48.31,52.52,54.58,-0.08763881215160513,0
2025-11-08T15:59:41.398419+00:00,53.42,41.29,54.94,0.0038833360356065327,0
2025-11-08T15:59:44.412764+00:00,58.58,38.41,56.14,0.11641513976495876,1
2025-11-08T15:59:47.437823+00:00,47.35,50.87,73.66,0.014008864347255678,0
2025-11-08T15:59:50.462705+00:00,51.38,47.65,57.59,-0.06742285301661388,0
2025-11-08T15:59:53.488618+00:00,45.34,59.23,54.23,-0.05671046099869126,0
2025-11-08T15:59:56.505340+00:00,42.64,45.28,55.84,-0.08787062409271784,0
2025-11-08T15:59:59.523286+00:00,85.57,22.0,95.11,0.23858292161482664,1
2025-11-08T16:00:02.540485+00:00,47.88,51.87,61.58,-0.10090512612568253,0
2025-11-08T16:00:05.557856+00:00,46.76,44.93,69.94,-0.02730823521192388,0
2025-11-08T16:00:08.575342+00:00,37.4,36.19,60.74,0.03823990106841202,0
2025-11-08T16:00:11.590712+00:00,46.15,42.08,58.34,-0.08420228293493259,0
2025-11-08T16:00:14.606021+00:00,47.68,66.43,61.32,0.026558137852096597,0
2025-11-08T16:00:17.619937+00:00,36.35,62.4,58.18,0.014509055594337017,0
2025-11-08T16:00:20.640711+00:00,42.73,40.22,71.43,0.017489588343146623,0
2025-11-08T16:00:23.655296+00:00,46.29,52.86,59.75,-0.1102772230462219,0
2025-11-08T16:00:26.669367+00:00,89.77,17.71,99.2,0.23858292161482664,1
2025-11-08T16:00:29.691116+00:00,54.49,49.15,55.86,-0.0052261970713776695,0
2025-11-08T16:00:32.705268+00:00,44.35,56.34,60.04,-0.10534215302869765,0
2025-11-08T16:00:35.723402+00:00,45.14,66.3,63.55,0.013854907885239576,0
2025-11-08T16:00:38.739903+00:00,41.97,40.96,54.29,-0.057483855310949794,0
2025-11-08T16:00:41.769552+00:00,50.3,50.16,62.8,-0.08364351519214291,0
2025-11-08T16:00:44.781795+00:00,41.07,41.61,62.96,-0.06505162346065146,0
2025-11-08T16:00:47.797189+00:00,43.7,53.05,64.79,-0.09355823742031327,0
2025-11-08T16:53:04.128251+00:00,82.27,77.73,120.4,0.2461986768394594,1
